inst#,actual,predicted,error,prediction
859,2:Y,2:Y,,0.726
860,1:N,2:Y,+,0.968
861,2:Y,2:Y,,0.906
862,1:N,2:Y,+,0.732
863,2:Y,2:Y,,0.864
864,1:N,1:N,,0.93
865,1:N,1:N,,0.627
866,2:Y,2:Y,,0.529
867,2:Y,1:N,+,0.911
868,2:Y,2:Y,,0.95
869,2:Y,1:N,+,0.722
870,2:Y,2:Y,,0.708
871,1:N,1:N,,0.953
872,1:N,1:N,,1
873,1:N,1:N,,0.929
874,2:Y,2:Y,,0.705
875,2:Y,2:Y,,0.984
876,2:Y,2:Y,,0.972
877,1:N,2:Y,+,0.777
878,2:Y,1:N,+,0.729
879,2:Y,2:Y,,0.779
880,2:Y,2:Y,,0.96
881,1:N,2:Y,+,0.578
882,2:Y,2:Y,,0.534
883,1:N,2:Y,+,0.936
884,1:N,1:N,,0.956
885,1:N,2:Y,+,0.812
886,1:N,1:N,,0.703
887,2:Y,2:Y,,0.854
888,2:Y,2:Y,,0.834
889,1:N,2:Y,+,0.571
890,2:Y,2:Y,,0.86
891,1:N,1:N,,0.973
892,2:Y,2:Y,,0.972
893,2:Y,1:N,+,0.656
894,2:Y,1:N,+,0.726
895,1:N,1:N,,0.986
896,2:Y,2:Y,,0.878
897,2:Y,1:N,+,0.849
898,2:Y,2:Y,,0.529
899,2:Y,2:Y,,0.925
900,1:N,1:N,,0.941
901,2:Y,1:N,+,0.506
902,2:Y,2:Y,,0.829
903,1:N,1:N,,0.796
904,1:N,1:N,,0.794
905,2:Y,2:Y,,0.621
906,1:N,2:Y,+,0.661
907,1:N,1:N,,0.975
908,1:N,1:N,,0.995
909,1:N,1:N,,0.746
910,2:Y,2:Y,,0.714
911,2:Y,2:Y,,0.902
912,2:Y,2:Y,,0.878
913,2:Y,2:Y,,0.989
914,1:N,1:N,,0.561
915,2:Y,2:Y,,0.955
916,2:Y,2:Y,,0.703
917,1:N,1:N,,0.765
918,1:N,1:N,,0.862
919,1:N,1:N,,0.813
920,2:Y,2:Y,,0.982
921,1:N,2:Y,+,0.886
922,2:Y,1:N,+,0.589
923,1:N,1:N,,0.962
924,1:N,1:N,,0.983
925,1:N,2:Y,+,0.909
926,1:N,1:N,,0.86
927,1:N,2:Y,+,0.708
928,2:Y,2:Y,,0.948
929,1:N,1:N,,0.823
930,1:N,1:N,,0.834
931,2:Y,2:Y,,0.979
932,2:Y,2:Y,,0.988
933,1:N,1:N,,0.59
934,1:N,1:N,,0.983
935,1:N,1:N,,0.909
936,1:N,1:N,,0.867
937,1:N,2:Y,+,0.519
938,1:N,1:N,,0.81
939,1:N,1:N,,0.982
940,2:Y,2:Y,,0.99
941,2:Y,2:Y,,0.628
942,1:N,2:Y,+,0.77
943,1:N,2:Y,+,0.874
944,2:Y,2:Y,,0.503
945,1:N,1:N,,0.876
946,1:N,1:N,,0.91
947,2:Y,1:N,+,0.852
948,1:N,1:N,,0.976
949,2:Y,1:N,+,0.879
950,1:N,1:N,,0.695
951,1:N,1:N,,0.924
952,2:Y,2:Y,,0.891
953,1:N,1:N,,0.728
954,2:Y,2:Y,,0.753
955,1:N,1:N,,0.978
956,2:Y,2:Y,,0.988
957,1:N,1:N,,0.601
958,1:N,1:N,,0.801
959,2:Y,2:Y,,0.81
960,1:N,1:N,,0.959
961,1:N,2:Y,+,0.927
962,2:Y,1:N,+,0.759
963,1:N,1:N,,0.935
964,1:N,1:N,,0.99
965,2:Y,2:Y,,0.806
966,2:Y,2:Y,,0.775
967,1:N,1:N,,0.919
968,1:N,1:N,,0.957
969,1:N,1:N,,0.77
970,1:N,1:N,,0.769
971,1:N,1:N,,0.863
972,2:Y,2:Y,,0.894
973,1:N,1:N,,0.89
974,2:Y,2:Y,,0.82
975,1:N,1:N,,0.508
976,1:N,1:N,,0.814
977,1:N,1:N,,0.555
978,1:N,1:N,,0.901
979,2:Y,2:Y,,0.786
980,2:Y,2:Y,,0.866
981,2:Y,2:Y,,0.982
982,2:Y,2:Y,,0.991
983,2:Y,1:N,+,0.772
984,2:Y,2:Y,,0.708
985,2:Y,2:Y,,0.823
986,1:N,1:N,,0.985
987,1:N,2:Y,+,0.65
988,1:N,1:N,,0.77
989,2:Y,2:Y,,0.696
990,1:N,1:N,,0.633
991,2:Y,2:Y,,0.996
992,1:N,1:N,,0.626
993,2:Y,1:N,+,0.723
994,2:Y,2:Y,,0.519
995,2:Y,2:Y,,0.994
996,2:Y,1:N,+,0.693
997,2:Y,2:Y,,0.753
998,2:Y,1:N,+,0.766
999,2:Y,2:Y,,0.974
1000,2:Y,2:Y,,0.569
1001,1:N,1:N,,0.738
1002,2:Y,2:Y,,0.886
1003,2:Y,2:Y,,0.911
1004,2:Y,2:Y,,0.841
1005,1:N,1:N,,0.786
1006,1:N,1:N,,0.946
1007,1:N,1:N,,0.871
1008,1:N,1:N,,0.8
1009,1:N,1:N,,0.909
1010,2:Y,1:N,+,0.987
1011,1:N,1:N,,0.99
1012,1:N,2:Y,+,0.71
1013,1:N,1:N,,0.961
1014,2:Y,2:Y,,0.755
1015,1:N,1:N,,0.674
1016,2:Y,2:Y,,0.831
1017,1:N,2:Y,+,0.809
1018,2:Y,2:Y,,0.904
1019,1:N,1:N,,0.984
1020,2:Y,2:Y,,0.725
1021,2:Y,1:N,+,0.605
1022,2:Y,2:Y,,0.521
1023,1:N,1:N,,0.77
1024,1:N,2:Y,+,0.752
1025,2:Y,2:Y,,0.972
1026,1:N,1:N,,0.739
1027,2:Y,1:N,+,0.53
1028,2:Y,2:Y,,0.934
1029,1:N,2:Y,+,0.858
1030,1:N,2:Y,+,0.545
1031,1:N,2:Y,+,0.545
1032,1:N,1:N,,0.842
1033,2:Y,1:N,+,0.791
1034,2:Y,1:N,+,0.503
1035,1:N,1:N,,0.833
1036,1:N,1:N,,0.526
1037,2:Y,1:N,+,0.6
1038,2:Y,2:Y,,0.83
1039,1:N,2:Y,+,0.568
1040,2:Y,1:N,+,0.503
1041,2:Y,2:Y,,0.588
1042,2:Y,2:Y,,0.994
1043,1:N,1:N,,0.594
1044,1:N,1:N,,0.816
1045,2:Y,2:Y,,0.991
1046,2:Y,2:Y,,0.757
1047,1:N,1:N,,0.663
1048,1:N,1:N,,0.738
1049,2:Y,2:Y,,0.956
1050,2:Y,2:Y,,0.866
1051,2:Y,1:N,+,0.84
1052,1:N,1:N,,0.812
1053,2:Y,2:Y,,0.964
1054,1:N,1:N,,0.874
1055,1:N,1:N,,0.822
1056,1:N,1:N,,0.799
1057,2:Y,2:Y,,0.967
1058,1:N,1:N,,0.98
1059,2:Y,2:Y,,0.72
1060,2:Y,2:Y,,0.945
1061,1:N,1:N,,0.843
1062,1:N,1:N,,0.823
1063,1:N,2:Y,+,0.909
1064,1:N,1:N,,0.512
1065,2:Y,2:Y,,0.934
1066,2:Y,2:Y,,0.92
1067,1:N,1:N,,0.55
1068,2:Y,2:Y,,0.686
1069,1:N,1:N,,0.861
1070,2:Y,2:Y,,0.882
1071,2:Y,2:Y,,0.841
1072,1:N,1:N,,0.817
1073,1:N,1:N,,0.99
1074,2:Y,1:N,+,0.73
1075,1:N,1:N,,0.592
1076,2:Y,2:Y,,0.65
1077,1:N,2:Y,+,0.652
1078,2:Y,1:N,+,0.821
1079,1:N,2:Y,+,0.551
1080,2:Y,2:Y,,0.549
1081,2:Y,2:Y,,0.915
1082,1:N,2:Y,+,0.882
1083,1:N,2:Y,+,0.741
1084,2:Y,1:N,+,0.974
1085,2:Y,2:Y,,0.774
1086,2:Y,1:N,+,0.676
1087,1:N,1:N,,0.774
1088,2:Y,2:Y,,0.899
1089,2:Y,2:Y,,0.983
1090,1:N,1:N,,0.843
1091,1:N,1:N,,0.547
1092,1:N,1:N,,0.805
1093,1:N,1:N,,0.698
1094,2:Y,2:Y,,0.972
1095,1:N,2:Y,+,0.546
1096,2:Y,2:Y,,0.838
1097,1:N,1:N,,0.952
1098,2:Y,1:N,+,0.675
1099,2:Y,1:N,+,0.585
1100,1:N,1:N,,0.836
1101,1:N,1:N,,0.823
1102,1:N,1:N,,0.754
1103,2:Y,1:N,+,0.704
1104,1:N,1:N,,0.959
1105,2:Y,1:N,+,0.969
1106,1:N,1:N,,0.608
1107,1:N,1:N,,0.528
1108,1:N,1:N,,0.73
1109,2:Y,2:Y,,0.849
1110,1:N,1:N,,0.523
1111,2:Y,1:N,+,0.815
1112,1:N,2:Y,+,0.898
1113,2:Y,2:Y,,0.939
1114,1:N,1:N,,0.725
1115,2:Y,1:N,+,0.557
1116,2:Y,2:Y,,0.794
1117,1:N,1:N,,0.903
1118,2:Y,2:Y,,0.726
1119,1:N,2:Y,+,0.749
1120,1:N,1:N,,0.979
1121,1:N,2:Y,+,0.86
1122,1:N,1:N,,0.81
1123,2:Y,2:Y,,0.642
1124,2:Y,2:Y,,0.918
1125,1:N,1:N,,0.686
1126,2:Y,2:Y,,0.535
1127,1:N,1:N,,0.866
1128,1:N,1:N,,0.87
1129,1:N,2:Y,+,0.531
1130,2:Y,1:N,+,0.71
1131,1:N,1:N,,0.666
1132,1:N,1:N,,0.598
1133,1:N,2:Y,+,0.53
1134,2:Y,2:Y,,0.987
1135,1:N,1:N,,0.998
1136,2:Y,2:Y,,0.673
1137,2:Y,2:Y,,0.798
1138,2:Y,2:Y,,0.861
1139,1:N,1:N,,0.985
1140,2:Y,2:Y,,0.736
1141,2:Y,2:Y,,0.915
1142,1:N,1:N,,0.979
1143,1:N,1:N,,0.967
1144,1:N,1:N,,0.935
1145,2:Y,2:Y,,0.845
1146,1:N,1:N,,0.818
1147,2:Y,2:Y,,0.883
1148,1:N,1:N,,0.823
1149,2:Y,2:Y,,0.637
1150,2:Y,2:Y,,0.973
1151,1:N,2:Y,+,0.754
1152,2:Y,1:N,+,0.724
1153,1:N,1:N,,0.89
1154,1:N,2:Y,+,0.809
1155,2:Y,2:Y,,0.906
1156,2:Y,2:Y,,0.839
1157,1:N,2:Y,+,0.754
1158,2:Y,2:Y,,0.994
1159,2:Y,2:Y,,0.994
1160,1:N,1:N,,0.609
1161,1:N,1:N,,0.788
1162,1:N,1:N,,0.945
1163,2:Y,2:Y,,0.838
1164,1:N,2:Y,+,0.766
1165,2:Y,2:Y,,0.553
1166,1:N,1:N,,0.984
1167,2:Y,2:Y,,0.992
1168,2:Y,2:Y,,0.746
1169,1:N,1:N,,0.963
1170,1:N,1:N,,0.926
1171,2:Y,2:Y,,0.946
1172,2:Y,1:N,+,0.557
1173,2:Y,1:N,+,0.787
1174,1:N,1:N,,0.862
1175,1:N,2:Y,+,0.514
1176,1:N,1:N,,0.981
1177,1:N,1:N,,0.765
1178,1:N,1:N,,0.98
1179,2:Y,2:Y,,0.864
1180,2:Y,2:Y,,0.633
1181,1:N,1:N,,0.88
1182,1:N,1:N,,0.98
1183,2:Y,2:Y,,0.98
1184,1:N,1:N,,0.714
1185,2:Y,2:Y,,0.945
1186,1:N,1:N,,0.845
1187,2:Y,2:Y,,0.845
1188,1:N,2:Y,+,0.875
1189,2:Y,2:Y,,0.661
1190,1:N,1:N,,0.958
1191,2:Y,2:Y,,0.93
1192,2:Y,2:Y,,0.679
1193,2:Y,2:Y,,0.623
1194,2:Y,2:Y,,0.878
1195,2:Y,2:Y,,0.814
1196,2:Y,2:Y,,0.893
1197,1:N,1:N,,0.78
1198,1:N,1:N,,0.974
1199,1:N,1:N,,0.899
1200,1:N,1:N,,0.562
1201,1:N,1:N,,0.954
1202,2:Y,2:Y,,0.633
1203,2:Y,1:N,+,0.584
1204,1:N,1:N,,0.604
1205,1:N,1:N,,0.99
1206,1:N,2:Y,+,0.94
1207,2:Y,2:Y,,0.937
1208,1:N,1:N,,0.736
1209,1:N,2:Y,+,0.611
1210,2:Y,2:Y,,0.683
1211,1:N,2:Y,+,0.652
1212,1:N,1:N,,0.882
1213,2:Y,1:N,+,0.978
1214,1:N,1:N,,0.935
1215,1:N,1:N,,0.735
1216,1:N,1:N,,0.883
1217,1:N,1:N,,0.992
1218,1:N,1:N,,0.501
1219,2:Y,2:Y,,0.806
1220,2:Y,2:Y,,0.85
1221,1:N,1:N,,0.974
1222,2:Y,1:N,+,0.597
1223,1:N,1:N,,0.909
1224,1:N,1:N,,0.924
1225,2:Y,2:Y,,0.856
1226,2:Y,2:Y,,0.898
1227,2:Y,2:Y,,0.64
1228,2:Y,2:Y,,0.954
1229,1:N,1:N,,0.997
1230,1:N,1:N,,0.642
1231,1:N,1:N,,0.658
1232,2:Y,2:Y,,0.883
1233,1:N,1:N,,0.96
1234,1:N,1:N,,0.956
1235,2:Y,2:Y,,0.85
1236,2:Y,2:Y,,0.977
1237,2:Y,2:Y,,0.951
1238,1:N,2:Y,+,0.634
1239,1:N,2:Y,+,0.835
1240,1:N,1:N,,0.73
1241,2:Y,2:Y,,0.823
1242,2:Y,1:N,+,0.796
1243,2:Y,2:Y,,0.825
1244,1:N,1:N,,0.976
1245,2:Y,2:Y,,0.924
1246,1:N,1:N,,0.686
1247,2:Y,1:N,+,0.806
1248,1:N,1:N,,0.965
1249,2:Y,2:Y,,0.922
1250,2:Y,1:N,+,0.755
1251,1:N,1:N,,0.516
1252,1:N,1:N,,0.965
1253,2:Y,2:Y,,0.994
1254,2:Y,2:Y,,0.598
1255,1:N,1:N,,0.844
1256,2:Y,2:Y,,0.854
1257,2:Y,2:Y,,0.772
1258,1:N,2:Y,+,0.824
1259,1:N,2:Y,+,0.616
1260,1:N,1:N,,0.992
1261,2:Y,1:N,+,0.755
1262,2:Y,2:Y,,0.548
1263,2:Y,2:Y,,0.559
1264,1:N,2:Y,+,0.787
1265,2:Y,1:N,+,0.672
1266,2:Y,1:N,+,0.653
1267,1:N,2:Y,+,0.662
1268,1:N,1:N,,0.703
1269,1:N,1:N,,0.704
1270,1:N,1:N,,0.956
1271,1:N,1:N,,0.635
1272,1:N,1:N,,0.816
1273,2:Y,2:Y,,0.667
1274,1:N,2:Y,+,0.533
1275,1:N,1:N,,0.622
1276,1:N,1:N,,0.532
1277,1:N,1:N,,0.782
1278,2:Y,2:Y,,0.715
1279,2:Y,2:Y,,0.633
1280,2:Y,1:N,+,0.742
1281,2:Y,1:N,+,0.719
1282,1:N,1:N,,0.646
1283,1:N,1:N,,0.828
1284,2:Y,2:Y,,0.973
1285,2:Y,1:N,+,0.875
1286,1:N,1:N,,0.637
1287,1:N,1:N,,0.789
1288,2:Y,2:Y,,0.558
1289,2:Y,2:Y,,0.633
1290,1:N,2:Y,+,0.629
1291,2:Y,2:Y,,0.604
1292,2:Y,1:N,+,0.626
1293,2:Y,2:Y,,0.934
1294,1:N,1:N,,0.985
1295,1:N,1:N,,0.886
1296,2:Y,2:Y,,0.951
1297,1:N,2:Y,+,0.641
1298,1:N,2:Y,+,0.777
1299,2:Y,2:Y,,0.854
1300,1:N,1:N,,0.969
1301,1:N,1:N,,0.6
1302,1:N,1:N,,0.911
1303,2:Y,2:Y,,0.9
1304,1:N,1:N,,0.928
1305,2:Y,2:Y,,0.721
1306,2:Y,2:Y,,0.869
1307,2:Y,2:Y,,0.706
1308,1:N,1:N,,0.991
1309,1:N,1:N,,0.931
1310,1:N,1:N,,0.804
1311,2:Y,2:Y,,0.916
1312,1:N,2:Y,+,0.738
1313,1:N,1:N,,0.58
1314,2:Y,1:N,+,0.617
1315,2:Y,1:N,+,0.898
1316,2:Y,1:N,+,0.52
1317,1:N,1:N,,0.769
1318,2:Y,2:Y,,0.846
1319,1:N,1:N,,0.603
1320,2:Y,2:Y,,0.928
1321,1:N,2:Y,+,0.713
1322,1:N,1:N,,0.781
1323,2:Y,1:N,+,0.958
1324,2:Y,2:Y,,0.996
1325,2:Y,2:Y,,0.699
1326,1:N,2:Y,+,0.824
1327,2:Y,2:Y,,0.909
1328,2:Y,2:Y,,0.891
1329,2:Y,2:Y,,0.91
1330,2:Y,2:Y,,0.636
1331,2:Y,2:Y,,0.962
1332,2:Y,2:Y,,0.84
1333,2:Y,1:N,+,0.854
1334,1:N,1:N,,0.722
1335,2:Y,2:Y,,0.826
1336,2:Y,2:Y,,0.945
1337,2:Y,2:Y,,0.887
1338,1:N,2:Y,+,0.678
1339,2:Y,2:Y,,0.913
1340,1:N,2:Y,+,0.972
1341,2:Y,1:N,+,0.739
1342,2:Y,2:Y,,0.886
1343,1:N,1:N,,0.873
1344,2:Y,1:N,+,0.938
1345,1:N,1:N,,0.666
1346,1:N,2:Y,+,0.556
1347,1:N,2:Y,+,0.974
1348,1:N,1:N,,0.956
1349,2:Y,2:Y,,0.773
1350,1:N,1:N,,0.675
1351,1:N,1:N,,0.92
1352,2:Y,2:Y,,0.956
1353,2:Y,2:Y,,0.745
1354,1:N,1:N,,0.791
1355,1:N,1:N,,0.991
1356,2:Y,1:N,+,0.576
1357,2:Y,2:Y,,0.684
1358,1:N,1:N,,0.657
1359,2:Y,2:Y,,0.74
1360,1:N,1:N,,0.768
1361,2:Y,1:N,+,0.545
1362,1:N,1:N,,0.926
1363,2:Y,1:N,+,0.621
1364,2:Y,1:N,+,0.952
1365,1:N,2:Y,+,0.527
1366,2:Y,2:Y,,0.793
1367,2:Y,2:Y,,0.66
1368,2:Y,2:Y,,0.729
1369,1:N,2:Y,+,0.742
1370,2:Y,1:N,+,0.594
1371,1:N,1:N,,0.518
1372,1:N,2:Y,+,0.756
1373,2:Y,2:Y,,0.988
1374,2:Y,2:Y,,0.906
1375,1:N,2:Y,+,0.538
1376,1:N,1:N,,0.6
1377,1:N,1:N,,0.874
1378,1:N,2:Y,+,0.512
1379,2:Y,2:Y,,0.771
1380,1:N,2:Y,+,0.626
1381,2:Y,2:Y,,0.71
1382,2:Y,2:Y,,0.682
1383,2:Y,2:Y,,0.505
1384,2:Y,1:N,+,0.828
1385,1:N,2:Y,+,0.614
1386,1:N,1:N,,0.75
1387,1:N,2:Y,+,0.799
1388,2:Y,2:Y,,0.838
1389,1:N,2:Y,+,0.685
1390,2:Y,1:N,+,0.697
1391,1:N,1:N,,0.806
1392,2:Y,1:N,+,0.786
1393,1:N,1:N,,0.506
1394,2:Y,2:Y,,0.877
1395,1:N,1:N,,0.689
1396,1:N,2:Y,+,0.908
1397,1:N,1:N,,0.91
1398,1:N,1:N,,0.9
1399,1:N,1:N,,0.695
1400,1:N,1:N,,0.876
1401,1:N,1:N,,0.962
1402,1:N,1:N,,0.931
1403,1:N,2:Y,+,0.993
1404,1:N,1:N,,0.914
1405,2:Y,2:Y,,0.877
1406,1:N,2:Y,+,0.632
1407,2:Y,2:Y,,0.973
1408,2:Y,2:Y,,0.572
1409,1:N,2:Y,+,0.951
1410,1:N,1:N,,0.914
1411,1:N,1:N,,0.938
1412,1:N,1:N,,0.886
1413,1:N,1:N,,0.615
1414,1:N,1:N,,0.943
1415,1:N,2:Y,+,0.979
1416,1:N,1:N,,0.845
1417,1:N,2:Y,+,0.54
1418,2:Y,2:Y,,0.989
1419,1:N,1:N,,0.5
1420,2:Y,1:N,+,0.802
1421,2:Y,2:Y,,0.707
1422,1:N,1:N,,0.671
1423,2:Y,1:N,+,0.872
1424,2:Y,2:Y,,0.832
1425,2:Y,1:N,+,0.554
1426,1:N,2:Y,+,0.599
1427,1:N,1:N,,0.795
1428,2:Y,2:Y,,0.911
1429,1:N,2:Y,+,0.555
1430,1:N,1:N,,0.818
1431,2:Y,1:N,+,0.611
1432,1:N,2:Y,+,0.522
1433,2:Y,2:Y,,0.891
1434,2:Y,2:Y,,0.7
1435,1:N,1:N,,0.895
1436,1:N,1:N,,0.63
1437,2:Y,1:N,+,0.635
1438,1:N,1:N,,0.869
1439,1:N,1:N,,0.914
1440,2:Y,2:Y,,0.756
1441,1:N,1:N,,0.669
1442,1:N,2:Y,+,0.686
1443,1:N,1:N,,0.807
1444,2:Y,2:Y,,0.913
1445,1:N,1:N,,0.72
1446,1:N,1:N,,0.97
1447,1:N,1:N,,0.885
1448,2:Y,2:Y,,0.935
1449,1:N,1:N,,0.877
1450,2:Y,2:Y,,0.978
1451,1:N,2:Y,+,0.545
1452,2:Y,2:Y,,0.74
1453,1:N,1:N,,0.603
1454,2:Y,2:Y,,0.942
1455,2:Y,1:N,+,0.63
1456,1:N,1:N,,0.638
1457,1:N,1:N,,0.963
1458,2:Y,2:Y,,0.986
1459,2:Y,1:N,+,0.517
1460,1:N,1:N,,0.82
1461,2:Y,2:Y,,0.937
1462,1:N,2:Y,+,0.867
1463,2:Y,1:N,+,0.851
1464,1:N,1:N,,0.893
1465,2:Y,2:Y,,0.925
1466,1:N,1:N,,0.96
1467,1:N,1:N,,0.621
1468,2:Y,2:Y,,0.954
1469,2:Y,2:Y,,0.638
1470,2:Y,2:Y,,0.948
1471,1:N,1:N,,0.869
1472,1:N,1:N,,0.599
1473,2:Y,2:Y,,0.997
1474,2:Y,2:Y,,0.572
1475,2:Y,2:Y,,0.511
1476,1:N,1:N,,0.949
1477,1:N,1:N,,0.923
1478,2:Y,1:N,+,0.538
1479,2:Y,1:N,+,0.57
1480,1:N,1:N,,0.788
1481,2:Y,1:N,+,0.544
1482,1:N,1:N,,0.804
1483,2:Y,2:Y,,0.914
1484,1:N,1:N,,0.682
1485,2:Y,1:N,+,0.692
1486,2:Y,1:N,+,0.788
1487,2:Y,2:Y,,0.64
1488,2:Y,1:N,+,0.678
1489,2:Y,1:N,+,0.984
1490,1:N,2:Y,+,0.526
1491,1:N,1:N,,0.724
1492,2:Y,2:Y,,0.52
1493,1:N,1:N,,0.557
1494,2:Y,2:Y,,0.883
1495,1:N,1:N,,0.73
1496,1:N,2:Y,+,0.736
1497,1:N,2:Y,+,0.924
1498,1:N,2:Y,+,0.82
1499,1:N,1:N,,0.928
1500,1:N,1:N,,0.961
1501,1:N,1:N,,0.889
1502,1:N,1:N,,0.808
1503,1:N,1:N,,0.771
1504,1:N,1:N,,0.923
1505,1:N,1:N,,0.993
1506,1:N,1:N,,0.698
1507,1:N,2:Y,+,0.908
1508,1:N,1:N,,0.601
1509,2:Y,1:N,+,0.69
1510,2:Y,1:N,+,0.99
1511,2:Y,1:N,+,0.801
1512,2:Y,2:Y,,0.966
1513,2:Y,2:Y,,0.998
1514,2:Y,2:Y,,0.729
1515,2:Y,1:N,+,0.664
1516,1:N,1:N,,0.941
1517,2:Y,2:Y,,0.958
1518,2:Y,2:Y,,0.797
1519,2:Y,2:Y,,0.879
1520,1:N,1:N,,0.88
1521,1:N,1:N,,0.647
1522,1:N,1:N,,0.91
1523,2:Y,1:N,+,0.9
1524,1:N,1:N,,0.901
1525,2:Y,2:Y,,0.937
1526,1:N,1:N,,0.717
1527,1:N,2:Y,+,0.688
1528,2:Y,2:Y,,0.991
1529,2:Y,1:N,+,0.722
1530,2:Y,1:N,+,0.73
1531,2:Y,1:N,+,0.879
1532,1:N,1:N,,0.968
1533,1:N,1:N,,0.959
1534,1:N,1:N,,0.794
1535,2:Y,1:N,+,0.552
1536,2:Y,2:Y,,0.962
1537,1:N,1:N,,0.721
1538,1:N,1:N,,0.998
1539,1:N,2:Y,+,0.526
1540,2:Y,2:Y,,0.809
1541,2:Y,2:Y,,0.505
1542,2:Y,1:N,+,0.716
1543,1:N,1:N,,0.987
1544,1:N,1:N,,0.781
1545,2:Y,1:N,+,0.841
1546,2:Y,2:Y,,0.638
1547,1:N,1:N,,0.534
1548,1:N,1:N,,0.815
1549,1:N,1:N,,0.861
1550,2:Y,2:Y,,0.907
1551,1:N,1:N,,0.736
1552,2:Y,1:N,+,0.713
1553,2:Y,2:Y,,0.998
1554,1:N,1:N,,0.525
1555,2:Y,2:Y,,0.685
1556,1:N,2:Y,+,0.667
1557,2:Y,2:Y,,0.997
1558,2:Y,2:Y,,0.622
1559,2:Y,1:N,+,0.578
1560,1:N,1:N,,0.987
1561,2:Y,2:Y,,0.846
1562,1:N,2:Y,+,0.74
1563,1:N,2:Y,+,0.668
1564,1:N,1:N,,0.818
1565,1:N,1:N,,0.904
1566,1:N,2:Y,+,0.658
1567,1:N,1:N,,0.916
1568,1:N,1:N,,0.774
1569,2:Y,2:Y,,0.969
1570,1:N,1:N,,0.722
1571,1:N,1:N,,0.531
1572,1:N,2:Y,+,0.613
1573,1:N,2:Y,+,0.924
1574,1:N,1:N,,0.679
1575,2:Y,2:Y,,0.643
1576,2:Y,2:Y,,0.874
1577,2:Y,2:Y,,0.964
1578,2:Y,1:N,+,0.74
1579,1:N,1:N,,0.61
1580,1:N,2:Y,+,0.593
1581,1:N,1:N,,0.637
1582,1:N,2:Y,+,0.524
1583,1:N,1:N,,0.734
1584,1:N,1:N,,0.97
1585,1:N,1:N,,0.999
1586,2:Y,2:Y,,0.546
1587,2:Y,1:N,+,0.514
1588,2:Y,2:Y,,0.984
1589,1:N,1:N,,0.821
1590,2:Y,1:N,+,0.668
1591,1:N,1:N,,0.751
1592,1:N,2:Y,+,0.966
1593,1:N,1:N,,0.877
1594,1:N,1:N,,0.546
1595,1:N,2:Y,+,0.613
1596,2:Y,2:Y,,0.505
1597,2:Y,2:Y,,0.727
1598,2:Y,1:N,+,0.546
1599,2:Y,1:N,+,0.668
1600,1:N,1:N,,0.98
1601,2:Y,2:Y,,0.986
1602,2:Y,2:Y,,0.811
1603,1:N,2:Y,+,0.585
1604,2:Y,1:N,+,0.597
1605,2:Y,2:Y,,0.909
1606,1:N,1:N,,0.847
1607,2:Y,1:N,+,0.746
1608,2:Y,2:Y,,0.919
1609,1:N,1:N,,0.877
1610,2:Y,2:Y,,0.59
1611,2:Y,1:N,+,0.539
1612,2:Y,2:Y,,0.897
1613,1:N,1:N,,0.834
1614,2:Y,2:Y,,0.782
1615,2:Y,2:Y,,0.885
1616,1:N,1:N,,0.997
1617,1:N,1:N,,0.999
1618,2:Y,1:N,+,0.645
1619,2:Y,1:N,+,0.815
1620,2:Y,2:Y,,0.781
1621,1:N,1:N,,0.909
1622,1:N,1:N,,0.771
1623,2:Y,2:Y,,0.878
1624,2:Y,2:Y,,0.917
1625,1:N,1:N,,0.971
1626,1:N,1:N,,0.673
1627,1:N,1:N,,0.814
1628,1:N,1:N,,0.875
1629,1:N,1:N,,0.933
1630,2:Y,2:Y,,0.642
1631,1:N,2:Y,+,0.607
1632,1:N,1:N,,0.936
1633,2:Y,2:Y,,0.903
1634,2:Y,1:N,+,0.864
1635,1:N,1:N,,0.888
1636,1:N,1:N,,0.798
1637,2:Y,2:Y,,0.727
1638,1:N,1:N,,0.793
1639,1:N,1:N,,0.826
1640,2:Y,2:Y,,0.972
1641,2:Y,2:Y,,0.832
1642,2:Y,2:Y,,0.583
1643,1:N,1:N,,0.911
1644,2:Y,2:Y,,0.914
1645,2:Y,2:Y,,0.786
1646,1:N,2:Y,+,0.895
1647,1:N,1:N,,0.65
1648,1:N,1:N,,0.993
1649,2:Y,2:Y,,0.997
1650,1:N,1:N,,0.794
1651,1:N,1:N,,0.763
1652,2:Y,2:Y,,0.649
1653,1:N,2:Y,+,0.968
1654,1:N,1:N,,0.861
1655,1:N,1:N,,0.688
1656,2:Y,1:N,+,0.94
1657,2:Y,2:Y,,0.961
1658,2:Y,1:N,+,0.764
1659,2:Y,1:N,+,0.727
1660,2:Y,2:Y,,0.951
1661,2:Y,2:Y,,0.932
1662,2:Y,2:Y,,0.641
1663,2:Y,2:Y,,0.771
1664,1:N,1:N,,0.99
1665,2:Y,2:Y,,0.981
1666,2:Y,2:Y,,0.585
1667,1:N,1:N,,0.922
1668,1:N,1:N,,0.846
1669,1:N,2:Y,+,0.939
1670,1:N,1:N,,0.944
1671,2:Y,1:N,+,0.646
1672,2:Y,2:Y,,0.96
1673,2:Y,2:Y,,0.96
1674,2:Y,2:Y,,0.553
1675,1:N,1:N,,0.978
1676,1:N,1:N,,0.911
1677,1:N,1:N,,0.973
1678,1:N,1:N,,0.716
1679,1:N,1:N,,0.78
