inst#,actual,predicted,error,prediction
857,1:N,1:N,,0.691
858,1:N,1:N,,0.553
859,2:Y,2:Y,,0.62
860,1:N,2:Y,+,0.832
861,2:Y,2:Y,,0.712
862,1:N,2:Y,+,0.6
863,2:Y,2:Y,,0.698
864,1:N,1:N,,0.777
865,1:N,1:N,,0.558
866,2:Y,2:Y,,0.504
867,2:Y,1:N,+,0.765
868,2:Y,2:Y,,0.802
869,2:Y,1:N,+,0.62
870,2:Y,2:Y,,0.598
871,1:N,1:N,,0.807
872,1:N,1:N,,0.929
873,1:N,1:N,,0.782
874,2:Y,2:Y,,0.593
875,2:Y,2:Y,,0.78
876,2:Y,2:Y,,0.824
877,1:N,1:N,,0.55
878,2:Y,1:N,+,0.613
879,2:Y,2:Y,,0.646
880,2:Y,2:Y,,0.782
881,1:N,2:Y,+,0.531
882,2:Y,2:Y,,0.533
883,1:N,2:Y,+,0.754
884,1:N,1:N,,0.78
885,1:N,2:Y,+,0.63
886,1:N,1:N,,0.581
887,2:Y,2:Y,,0.732
888,2:Y,2:Y,,0.71
889,1:N,1:N,,0.51
890,2:Y,2:Y,,0.723
891,1:N,1:N,,0.81
892,2:Y,2:Y,,0.833
893,2:Y,1:N,+,0.616
894,2:Y,1:N,+,0.624
895,1:N,1:N,,0.866
896,2:Y,2:Y,,0.714
897,2:Y,1:N,+,0.705
898,2:Y,2:Y,,0.516
899,2:Y,2:Y,,0.734
900,1:N,1:N,,0.792
901,2:Y,1:N,+,0.516
902,2:Y,2:Y,,0.684
903,1:N,1:N,,0.642
904,1:N,1:N,,0.599
905,2:Y,2:Y,,0.522
906,1:N,2:Y,+,0.551
907,1:N,1:N,,0.855
908,1:N,1:N,,0.926
909,1:N,1:N,,0.629
910,2:Y,2:Y,,0.61
911,2:Y,2:Y,,0.768
912,2:Y,2:Y,,0.733
913,2:Y,2:Y,,0.881
914,1:N,1:N,,0.546
915,2:Y,2:Y,,0.797
916,2:Y,2:Y,,0.617
917,1:N,1:N,,0.63
918,1:N,1:N,,0.715
919,1:N,1:N,,0.639
920,2:Y,2:Y,,0.859
921,1:N,2:Y,+,0.724
922,2:Y,1:N,+,0.517
923,1:N,1:N,,0.823
924,1:N,1:N,,0.78
925,1:N,2:Y,+,0.751
926,1:N,1:N,,0.716
927,1:N,2:Y,+,0.574
928,2:Y,2:Y,,0.791
929,1:N,1:N,,0.705
930,1:N,1:N,,0.647
931,2:Y,2:Y,,0.836
932,2:Y,2:Y,,0.876
933,1:N,1:N,,0.593
934,1:N,1:N,,0.878
935,1:N,1:N,,0.762
936,1:N,1:N,,0.758
937,1:N,2:Y,+,0.523
938,1:N,1:N,,0.679
939,1:N,1:N,,0.891
940,2:Y,2:Y,,0.893
941,2:Y,1:N,+,0.533
942,1:N,2:Y,+,0.643
943,1:N,2:Y,+,0.704
944,2:Y,1:N,+,0.519
945,1:N,1:N,,0.709
946,1:N,1:N,,0.754
947,2:Y,1:N,+,0.707
948,1:N,1:N,,0.859
949,2:Y,1:N,+,0.68
950,1:N,1:N,,0.543
951,1:N,1:N,,0.776
952,2:Y,2:Y,,0.726
953,1:N,1:N,,0.583
954,2:Y,2:Y,,0.641
955,1:N,1:N,,0.859
956,2:Y,2:Y,,0.881
957,1:N,1:N,,0.558
958,1:N,1:N,,0.636
959,2:Y,2:Y,,0.671
960,1:N,1:N,,0.815
961,1:N,2:Y,+,0.744
962,2:Y,1:N,+,0.618
963,1:N,1:N,,0.77
964,1:N,1:N,,0.894
965,2:Y,2:Y,,0.648
966,2:Y,2:Y,,0.634
967,1:N,1:N,,0.761
968,1:N,1:N,,0.806
969,1:N,1:N,,0.652
970,1:N,1:N,,0.65
971,1:N,1:N,,0.696
972,2:Y,2:Y,,0.767
973,1:N,1:N,,0.717
974,2:Y,2:Y,,0.676
975,1:N,1:N,,0.533
976,1:N,1:N,,0.669
977,1:N,1:N,,0.5
978,1:N,1:N,,0.795
979,2:Y,2:Y,,0.658
980,2:Y,2:Y,,0.718
981,2:Y,2:Y,,0.749
982,2:Y,2:Y,,0.894
983,2:Y,1:N,+,0.57
984,2:Y,2:Y,,0.587
985,2:Y,2:Y,,0.703
986,1:N,1:N,,0.864
987,1:N,2:Y,+,0.524
988,1:N,1:N,,0.606
989,2:Y,2:Y,,0.65
990,1:N,1:N,,0.57
991,2:Y,2:Y,,0.921
992,1:N,1:N,,0.595
993,2:Y,1:N,+,0.614
994,2:Y,1:N,+,0.501
995,2:Y,2:Y,,0.914
996,2:Y,1:N,+,0.587
997,2:Y,2:Y,,0.655
998,2:Y,1:N,+,0.607
999,2:Y,2:Y,,0.859
1000,2:Y,1:N,+,0.505
1001,1:N,1:N,,0.636
1002,2:Y,2:Y,,0.724
1003,2:Y,2:Y,,0.716
1004,2:Y,2:Y,,0.691
1005,1:N,1:N,,0.606
1006,1:N,1:N,,0.783
1007,1:N,1:N,,0.692
1008,1:N,1:N,,0.652
1009,1:N,1:N,,0.747
1010,2:Y,1:N,+,0.878
1011,1:N,1:N,,0.889
1012,1:N,2:Y,+,0.584
1013,1:N,1:N,,0.796
1014,2:Y,2:Y,,0.634
1015,1:N,1:N,,0.543
1016,2:Y,2:Y,,0.662
1017,1:N,2:Y,+,0.645
1018,2:Y,2:Y,,0.726
1019,1:N,1:N,,0.859
1020,2:Y,2:Y,,0.631
1021,2:Y,1:N,+,0.559
1022,2:Y,1:N,+,0.533
1023,1:N,1:N,,0.624
1024,1:N,2:Y,+,0.631
1025,2:Y,2:Y,,0.844
1026,1:N,1:N,,0.6
1027,2:Y,1:N,+,0.504
1028,2:Y,2:Y,,0.761
1029,1:N,2:Y,+,0.727
1030,1:N,1:N,,0.511
1031,1:N,2:Y,+,0.555
1032,1:N,1:N,,0.669
1033,2:Y,1:N,+,0.652
1034,2:Y,1:N,+,0.51
1035,1:N,1:N,,0.652
1036,1:N,1:N,,0.564
1037,2:Y,1:N,+,0.534
1038,2:Y,2:Y,,0.645
1039,1:N,2:Y,+,0.526
1040,2:Y,2:Y,,0.511
1041,2:Y,2:Y,,0.59
1042,2:Y,2:Y,,0.911
1043,1:N,1:N,,0.542
1044,1:N,1:N,,0.652
1045,2:Y,2:Y,,0.898
1046,2:Y,2:Y,,0.642
1047,1:N,1:N,,0.526
1048,1:N,1:N,,0.562
1049,2:Y,2:Y,,0.818
1050,2:Y,2:Y,,0.693
1051,2:Y,1:N,+,0.656
1052,1:N,1:N,,0.669
1053,2:Y,2:Y,,0.822
1054,1:N,1:N,,0.731
1055,1:N,1:N,,0.692
1056,1:N,1:N,,0.721
1057,2:Y,2:Y,,0.814
1058,1:N,1:N,,0.864
1059,2:Y,2:Y,,0.604
1060,2:Y,2:Y,,0.778
1061,1:N,1:N,,0.654
1062,1:N,1:N,,0.667
1063,1:N,2:Y,+,0.737
1064,1:N,2:Y,+,0.526
1065,2:Y,2:Y,,0.723
1066,2:Y,2:Y,,0.751
1067,1:N,1:N,,0.535
1068,2:Y,2:Y,,0.566
1069,1:N,1:N,,0.688
1070,2:Y,2:Y,,0.717
1071,2:Y,2:Y,,0.666
1072,1:N,1:N,,0.672
1073,1:N,1:N,,0.89
1074,2:Y,1:N,+,0.557
1075,1:N,1:N,,0.543
1076,2:Y,2:Y,,0.559
1077,1:N,2:Y,+,0.573
1078,2:Y,1:N,+,0.673
1079,1:N,2:Y,+,0.537
1080,2:Y,2:Y,,0.561
1081,2:Y,2:Y,,0.734
1082,1:N,2:Y,+,0.673
1083,1:N,2:Y,+,0.619
1084,2:Y,1:N,+,0.823
1085,2:Y,2:Y,,0.651
1086,2:Y,1:N,+,0.624
1087,1:N,1:N,,0.619
1088,2:Y,2:Y,,0.746
1089,2:Y,2:Y,,0.871
1090,1:N,1:N,,0.653
1091,1:N,2:Y,+,0.502
1092,1:N,1:N,,0.668
1093,1:N,1:N,,0.615
1094,2:Y,2:Y,,0.808
1095,1:N,2:Y,+,0.526
1096,2:Y,2:Y,,0.742
1097,1:N,1:N,,0.795
1098,2:Y,1:N,+,0.6
1099,2:Y,1:N,+,0.521
1100,1:N,1:N,,0.637
1101,1:N,1:N,,0.659
1102,1:N,1:N,,0.585
1103,2:Y,1:N,+,0.582
1104,1:N,1:N,,0.813
1105,2:Y,1:N,+,0.829
1106,1:N,1:N,,0.566
1107,1:N,1:N,,0.525
1108,1:N,1:N,,0.621
1109,2:Y,2:Y,,0.706
1110,1:N,2:Y,+,0.506
1111,2:Y,1:N,+,0.671
1112,1:N,2:Y,+,0.768
1113,2:Y,2:Y,,0.778
1114,1:N,1:N,,0.641
1115,2:Y,1:N,+,0.506
1116,2:Y,2:Y,,0.649
1117,1:N,1:N,,0.715
1118,2:Y,2:Y,,0.59
1119,1:N,2:Y,+,0.605
1120,1:N,1:N,,0.871
1121,1:N,2:Y,+,0.692
1122,1:N,1:N,,0.647
1123,2:Y,2:Y,,0.572
1124,2:Y,2:Y,,0.753
1125,1:N,1:N,,0.599
1126,2:Y,2:Y,,0.524
1127,1:N,1:N,,0.697
1128,1:N,1:N,,0.719
1129,1:N,2:Y,+,0.538
1130,2:Y,1:N,+,0.61
1131,1:N,1:N,,0.616
1132,1:N,2:Y,+,0.524
1133,1:N,2:Y,+,0.549
1134,2:Y,2:Y,,0.883
1135,1:N,1:N,,0.946
1136,2:Y,2:Y,,0.573
1137,2:Y,2:Y,,0.677
1138,2:Y,2:Y,,0.713
1139,1:N,1:N,,0.851
1140,2:Y,2:Y,,0.599
1141,2:Y,2:Y,,0.739
1142,1:N,1:N,,0.85
1143,1:N,1:N,,0.822
1144,1:N,1:N,,0.775
1145,2:Y,2:Y,,0.726
1146,1:N,1:N,,0.702
1147,2:Y,2:Y,,0.729
1148,1:N,1:N,,0.667
1149,2:Y,2:Y,,0.608
1150,2:Y,2:Y,,0.849
1151,1:N,2:Y,+,0.608
1152,2:Y,1:N,+,0.6
1153,1:N,1:N,,0.712
1154,1:N,2:Y,+,0.635
1155,2:Y,2:Y,,0.732
1156,2:Y,2:Y,,0.683
1157,1:N,2:Y,+,0.665
1158,2:Y,2:Y,,0.911
1159,2:Y,2:Y,,0.902
1160,1:N,1:N,,0.533
1161,1:N,1:N,,0.653
1162,1:N,1:N,,0.795
1163,2:Y,2:Y,,0.721
1164,1:N,2:Y,+,0.626
1165,2:Y,2:Y,,0.575
1166,1:N,1:N,,0.889
1167,2:Y,2:Y,,0.902
1168,2:Y,2:Y,,0.633
1169,1:N,1:N,,0.825
1170,1:N,1:N,,0.765
1171,2:Y,2:Y,,0.775
1172,2:Y,2:Y,,0.538
1173,2:Y,1:N,+,0.616
1174,1:N,1:N,,0.669
1175,1:N,1:N,,0.519
1176,1:N,1:N,,0.852
1177,1:N,1:N,,0.633
1178,1:N,1:N,,0.854
1179,2:Y,2:Y,,0.687
1180,2:Y,2:Y,,0.58
1181,1:N,1:N,,0.737
1182,1:N,1:N,,0.857
1183,2:Y,2:Y,,0.855
1184,1:N,1:N,,0.605
1185,2:Y,2:Y,,0.717
1186,1:N,1:N,,0.681
1187,2:Y,2:Y,,0.669
1188,1:N,2:Y,+,0.688
1189,2:Y,2:Y,,0.547
1190,1:N,1:N,,0.785
1191,2:Y,2:Y,,0.763
1192,2:Y,2:Y,,0.576
1193,2:Y,2:Y,,0.598
1194,2:Y,2:Y,,0.712
1195,2:Y,2:Y,,0.672
1196,2:Y,2:Y,,0.744
1197,1:N,1:N,,0.627
1198,1:N,1:N,,0.838
1199,1:N,1:N,,0.736
1200,1:N,2:Y,+,0.512
1201,1:N,1:N,,0.814
1202,2:Y,2:Y,,0.536
1203,2:Y,2:Y,,0.5
1204,1:N,1:N,,0.55
1205,1:N,1:N,,0.897
1206,1:N,2:Y,+,0.716
1207,2:Y,2:Y,,0.775
1208,1:N,1:N,,0.621
1209,1:N,2:Y,+,0.559
1210,2:Y,2:Y,,0.546
1211,1:N,2:Y,+,0.547
1212,1:N,1:N,,0.685
1213,2:Y,1:N,+,0.864
1214,1:N,1:N,,0.729
1215,1:N,1:N,,0.572
1216,1:N,1:N,,0.694
1217,1:N,1:N,,0.909
1218,1:N,2:Y,+,0.514
1219,2:Y,2:Y,,0.653
1220,2:Y,2:Y,,0.689
1221,1:N,1:N,,0.853
1222,2:Y,1:N,+,0.538
1223,1:N,1:N,,0.742
1224,1:N,1:N,,0.766
1225,2:Y,2:Y,,0.671
1226,2:Y,2:Y,,0.729
1227,2:Y,2:Y,,0.629
1228,2:Y,2:Y,,0.804
1229,1:N,1:N,,0.943
1230,1:N,1:N,,0.565
1231,1:N,1:N,,0.606
1232,2:Y,2:Y,,0.724
1233,1:N,1:N,,0.824
1234,1:N,1:N,,0.806
1235,2:Y,2:Y,,0.681
1236,2:Y,2:Y,,0.841
1237,2:Y,2:Y,,0.802
1238,1:N,2:Y,+,0.607
1239,1:N,2:Y,+,0.643
1240,1:N,1:N,,0.606
1241,2:Y,2:Y,,0.691
1242,2:Y,1:N,+,0.648
1243,2:Y,2:Y,,0.654
1244,1:N,1:N,,0.86
1245,2:Y,2:Y,,0.745
1246,1:N,1:N,,0.611
1247,2:Y,1:N,+,0.642
1248,1:N,1:N,,0.821
1249,2:Y,2:Y,,0.786
1250,2:Y,1:N,+,0.589
1251,1:N,2:Y,+,0.514
1252,1:N,1:N,,0.847
1253,2:Y,2:Y,,0.914
1254,2:Y,2:Y,,0.559
1255,1:N,1:N,,0.711
1256,2:Y,2:Y,,0.714
1257,2:Y,2:Y,,0.641
1258,1:N,2:Y,+,0.68
1259,1:N,2:Y,+,0.55
1260,1:N,1:N,,0.919
1261,2:Y,1:N,+,0.614
1262,2:Y,2:Y,,0.554
1263,2:Y,2:Y,,0.534
1264,1:N,2:Y,+,0.628
1265,2:Y,1:N,+,0.56
1266,2:Y,1:N,+,0.571
1267,1:N,2:Y,+,0.626
1268,1:N,1:N,,0.573
1269,1:N,1:N,,0.603
1270,1:N,1:N,,0.79
1271,1:N,1:N,,0.609
1272,1:N,1:N,,0.633
1273,2:Y,2:Y,,0.556
1274,1:N,2:Y,+,0.501
1275,1:N,1:N,,0.583
1276,1:N,1:N,,0.513
1277,1:N,1:N,,0.642
1278,2:Y,2:Y,,0.57
1279,2:Y,2:Y,,0.567
1280,2:Y,1:N,+,0.614
1281,2:Y,1:N,+,0.584
1282,1:N,1:N,,0.558
1283,1:N,1:N,,0.677
1284,2:Y,2:Y,,0.809
1285,2:Y,1:N,+,0.7
1286,1:N,1:N,,0.577
1287,1:N,1:N,,0.604
1288,2:Y,2:Y,,0.527
1289,2:Y,2:Y,,0.579
1290,1:N,2:Y,+,0.569
1291,2:Y,2:Y,,0.583
1292,2:Y,1:N,+,0.576
1293,2:Y,2:Y,,0.751
1294,1:N,1:N,,0.844
1295,1:N,1:N,,0.699
1296,2:Y,2:Y,,0.787
1297,1:N,1:N,,0.535
1298,1:N,2:Y,+,0.621
1299,2:Y,2:Y,,0.693
1300,1:N,1:N,,0.825
1301,1:N,1:N,,0.559
1302,1:N,1:N,,0.802
1303,2:Y,2:Y,,0.703
1304,1:N,1:N,,0.758
1305,2:Y,2:Y,,0.64
1306,2:Y,2:Y,,0.703
1307,2:Y,2:Y,,0.576
1308,1:N,1:N,,0.909
1309,1:N,1:N,,0.761
1310,1:N,1:N,,0.642
1311,2:Y,2:Y,,0.734
1312,1:N,2:Y,+,0.592
1313,1:N,1:N,,0.598
1314,2:Y,1:N,+,0.587
1315,2:Y,1:N,+,0.758
1316,2:Y,2:Y,,0.526
1317,1:N,1:N,,0.609
1318,2:Y,2:Y,,0.735
1319,1:N,1:N,,0.546
1320,2:Y,2:Y,,0.758
1321,1:N,2:Y,+,0.588
1322,1:N,1:N,,0.623
1323,2:Y,1:N,+,0.822
1324,2:Y,2:Y,,0.925
1325,2:Y,2:Y,,0.565
1326,1:N,2:Y,+,0.656
1327,2:Y,2:Y,,0.768
1328,2:Y,2:Y,,0.719
1329,2:Y,2:Y,,0.727
1330,2:Y,2:Y,,0.531
1331,2:Y,2:Y,,0.806
1332,2:Y,2:Y,,0.662
1333,2:Y,1:N,+,0.678
1334,1:N,1:N,,0.621
1335,2:Y,2:Y,,0.741
1336,2:Y,2:Y,,0.774
1337,2:Y,2:Y,,0.725
1338,1:N,2:Y,+,0.561
1339,2:Y,2:Y,,0.733
1340,1:N,2:Y,+,0.833
1341,2:Y,1:N,+,0.64
1342,2:Y,2:Y,,0.75
1343,1:N,1:N,,0.711
1344,2:Y,1:N,+,0.796
1345,1:N,1:N,,0.616
1346,1:N,2:Y,+,0.544
1347,1:N,2:Y,+,0.824
1348,1:N,1:N,,0.837
1349,2:Y,2:Y,,0.618
1350,1:N,1:N,,0.619
1351,1:N,1:N,,0.784
1352,2:Y,2:Y,,0.786
1353,2:Y,2:Y,,0.621
1354,1:N,1:N,,0.615
1355,1:N,1:N,,0.913
1356,2:Y,1:N,+,0.534
1357,2:Y,2:Y,,0.59
1358,1:N,1:N,,0.536
1359,2:Y,2:Y,,0.545
1360,1:N,1:N,,0.654
1361,2:Y,1:N,+,0.535
1362,1:N,1:N,,0.745
1363,2:Y,1:N,+,0.544
1364,2:Y,1:N,+,0.807
1365,1:N,2:Y,+,0.518
1366,2:Y,2:Y,,0.622
1367,2:Y,2:Y,,0.552
1368,2:Y,2:Y,,0.61
1369,1:N,2:Y,+,0.582
1370,2:Y,1:N,+,0.528
1371,1:N,1:N,,0.557
1372,1:N,2:Y,+,0.593
1373,2:Y,2:Y,,0.838
1374,2:Y,2:Y,,0.679
1375,1:N,2:Y,+,0.538
1376,1:N,1:N,,0.507
1377,1:N,1:N,,0.71
1378,1:N,1:N,,0.517
1379,2:Y,2:Y,,0.639
1380,1:N,2:Y,+,0.552
1381,2:Y,2:Y,,0.569
1382,2:Y,2:Y,,0.589
1383,2:Y,1:N,+,0.522
1384,2:Y,1:N,+,0.667
1385,1:N,2:Y,+,0.558
1386,1:N,1:N,,0.607
1387,1:N,2:Y,+,0.68
1388,2:Y,2:Y,,0.68
1389,1:N,2:Y,+,0.575
1390,2:Y,1:N,+,0.624
1391,1:N,1:N,,0.695
1392,2:Y,1:N,+,0.673
1393,1:N,1:N,,0.512
1394,2:Y,2:Y,,0.724
1395,1:N,1:N,,0.595
1396,1:N,2:Y,+,0.779
1397,1:N,1:N,,0.753
1398,1:N,1:N,,0.744
1399,1:N,1:N,,0.601
1400,1:N,1:N,,0.734
1401,1:N,1:N,,0.793
1402,1:N,1:N,,0.796
1403,1:N,2:Y,+,0.906
1404,1:N,1:N,,0.747
1405,2:Y,2:Y,,0.773
1406,1:N,2:Y,+,0.61
1407,2:Y,2:Y,,0.823
1408,2:Y,2:Y,,0.558
1409,1:N,2:Y,+,0.775
1410,1:N,1:N,,0.741
1411,1:N,1:N,,0.805
1412,1:N,1:N,,0.74
1413,1:N,1:N,,0.544
1414,1:N,1:N,,0.798
1415,1:N,2:Y,+,0.828
1416,1:N,1:N,,0.678
1417,1:N,1:N,,0.521
1418,2:Y,2:Y,,0.898
1419,1:N,1:N,,0.539
1420,2:Y,1:N,+,0.666
1421,2:Y,2:Y,,0.609
1422,1:N,1:N,,0.65
1423,2:Y,1:N,+,0.709
1424,2:Y,2:Y,,0.686
1425,2:Y,1:N,+,0.553
1426,1:N,2:Y,+,0.519
1427,1:N,1:N,,0.66
1428,2:Y,2:Y,,0.745
1429,1:N,1:N,,0.501
1430,1:N,1:N,,0.698
1431,2:Y,1:N,+,0.521
1432,1:N,2:Y,+,0.51
1433,2:Y,2:Y,,0.771
1434,2:Y,2:Y,,0.562
1435,1:N,1:N,,0.721
1436,1:N,1:N,,0.515
1437,2:Y,1:N,+,0.533
1438,1:N,1:N,,0.741
1439,1:N,1:N,,0.761
1440,2:Y,2:Y,,0.634
1441,1:N,1:N,,0.564
1442,1:N,2:Y,+,0.605
1443,1:N,1:N,,0.676
1444,2:Y,2:Y,,0.709
1445,1:N,1:N,,0.665
1446,1:N,1:N,,0.84
1447,1:N,1:N,,0.716
1448,2:Y,2:Y,,0.743
1449,1:N,1:N,,0.752
1450,2:Y,2:Y,,0.833
1451,1:N,1:N,,0.524
1452,2:Y,2:Y,,0.593
1453,1:N,1:N,,0.632
1454,2:Y,2:Y,,0.754
1455,2:Y,1:N,+,0.605
1456,1:N,1:N,,0.598
1457,1:N,1:N,,0.848
1458,2:Y,2:Y,,0.86
1459,2:Y,1:N,+,0.524
1460,1:N,1:N,,0.704
1461,2:Y,2:Y,,0.745
1462,1:N,2:Y,+,0.653
1463,2:Y,1:N,+,0.69
1464,1:N,1:N,,0.765
1465,2:Y,2:Y,,0.732
1466,1:N,1:N,,0.82
1467,1:N,1:N,,0.566
1468,2:Y,2:Y,,0.797
1469,2:Y,2:Y,,0.537
1470,2:Y,2:Y,,0.774
1471,1:N,1:N,,0.751
1472,1:N,1:N,,0.608
1473,2:Y,2:Y,,0.926
1474,2:Y,2:Y,,0.553
1475,2:Y,1:N,+,0.514
1476,1:N,1:N,,0.814
1477,1:N,1:N,,0.767
1478,2:Y,1:N,+,0.541
1479,2:Y,1:N,+,0.584
1480,1:N,1:N,,0.684
1481,2:Y,1:N,+,0.566
1482,1:N,1:N,,0.641
1483,2:Y,2:Y,,0.729
1484,1:N,1:N,,0.647
1485,2:Y,1:N,+,0.627
1486,2:Y,1:N,+,0.635
1487,2:Y,2:Y,,0.549
1488,2:Y,1:N,+,0.687
1489,2:Y,1:N,+,0.892
1490,1:N,1:N,,0.523
1491,1:N,1:N,,0.654
1492,2:Y,1:N,+,0.56
1493,1:N,1:N,,0.542
1494,2:Y,2:Y,,0.693
1495,1:N,1:N,,0.662
1496,1:N,2:Y,+,0.573
1497,1:N,2:Y,+,0.706
1498,1:N,2:Y,+,0.668
1499,1:N,1:N,,0.754
1500,1:N,1:N,,0.818
1501,1:N,1:N,,0.733
1502,1:N,1:N,,0.638
1503,1:N,1:N,,0.669
1504,1:N,1:N,,0.704
1505,1:N,1:N,,0.912
1506,1:N,1:N,,0.604
1507,1:N,2:Y,+,0.732
1508,1:N,1:N,,0.595
1509,2:Y,1:N,+,0.641
1510,2:Y,1:N,+,0.906
1511,2:Y,1:N,+,0.577
1512,2:Y,2:Y,,0.821
1513,2:Y,2:Y,,0.945
1514,2:Y,2:Y,,0.598
1515,2:Y,1:N,+,0.555
1516,1:N,1:N,,0.782
1517,2:Y,2:Y,,0.807
1518,2:Y,2:Y,,0.663
1519,2:Y,2:Y,,0.703
1520,1:N,1:N,,0.735
1521,1:N,1:N,,0.592
1522,1:N,1:N,,0.774
1523,2:Y,1:N,+,0.764
1524,1:N,1:N,,0.734
1525,2:Y,2:Y,,0.771
1526,1:N,1:N,,0.626
1527,1:N,2:Y,+,0.596
1528,2:Y,2:Y,,0.894
1529,2:Y,1:N,+,0.63
1530,2:Y,1:N,+,0.639
1531,2:Y,1:N,+,0.681
1532,1:N,1:N,,0.823
1533,1:N,1:N,,0.82
1534,1:N,1:N,,0.646
1535,2:Y,2:Y,,0.524
1536,2:Y,2:Y,,0.802
1537,1:N,1:N,,0.614
1538,1:N,1:N,,0.945
1539,1:N,2:Y,+,0.519
1540,2:Y,2:Y,,0.648
1541,2:Y,1:N,+,0.575
1542,2:Y,1:N,+,0.625
1543,1:N,1:N,,0.898
1544,1:N,1:N,,0.619
1545,2:Y,1:N,+,0.707
1546,2:Y,2:Y,,0.537
1547,1:N,2:Y,+,0.518
1548,1:N,1:N,,0.635
1549,1:N,1:N,,0.741
1550,2:Y,2:Y,,0.717
1551,1:N,1:N,,0.587
1552,2:Y,1:N,+,0.645
1553,2:Y,2:Y,,0.948
1554,1:N,1:N,,0.526
1555,2:Y,2:Y,,0.598
1556,1:N,2:Y,+,0.577
1557,2:Y,2:Y,,0.927
1558,2:Y,2:Y,,0.58
1559,2:Y,1:N,+,0.503
1560,1:N,1:N,,0.896
1561,2:Y,2:Y,,0.708
1562,1:N,2:Y,+,0.593
1563,1:N,2:Y,+,0.551
1564,1:N,1:N,,0.695
1565,1:N,1:N,,0.751
1566,1:N,2:Y,+,0.585
1567,1:N,1:N,,0.734
1568,1:N,1:N,,0.678
1569,2:Y,2:Y,,0.849
1570,1:N,1:N,,0.578
1571,1:N,2:Y,+,0.512
1572,1:N,2:Y,+,0.574
1573,1:N,2:Y,+,0.752
1574,1:N,1:N,,0.616
1575,2:Y,2:Y,,0.578
1576,2:Y,2:Y,,0.742
1577,2:Y,2:Y,,0.854
1578,2:Y,1:N,+,0.643
1579,1:N,1:N,,0.579
1580,1:N,2:Y,+,0.555
1581,1:N,1:N,,0.563
1582,1:N,2:Y,+,0.54
1583,1:N,1:N,,0.585
1584,1:N,1:N,,0.836
1585,1:N,1:N,,0.956
1586,2:Y,2:Y,,0.549
1587,2:Y,1:N,+,0.504
1588,2:Y,2:Y,,0.876
1589,1:N,1:N,,0.698
1590,2:Y,1:N,+,0.609
1591,1:N,1:N,,0.615
1592,1:N,2:Y,+,0.84
1593,1:N,1:N,,0.733
1594,1:N,1:N,,0.514
1595,1:N,2:Y,+,0.582
1596,2:Y,2:Y,,0.512
1597,2:Y,2:Y,,0.614
1598,2:Y,2:Y,,0.507
1599,2:Y,1:N,+,0.573
1600,1:N,1:N,,0.862
1601,2:Y,2:Y,,0.882
1602,2:Y,2:Y,,0.669
1603,1:N,2:Y,+,0.502
1604,2:Y,1:N,+,0.568
1605,2:Y,2:Y,,0.779
1606,1:N,1:N,,0.648
1607,2:Y,1:N,+,0.606
1608,2:Y,2:Y,,0.738
1609,1:N,1:N,,0.701
1610,2:Y,2:Y,,0.574
1611,2:Y,1:N,+,0.537
1612,2:Y,2:Y,,0.752
1613,1:N,1:N,,0.71
1614,2:Y,2:Y,,0.647
1615,2:Y,2:Y,,0.579
1616,1:N,1:N,,0.945
1617,1:N,1:N,,0.966
1618,2:Y,1:N,+,0.567
1619,2:Y,1:N,+,0.604
1620,2:Y,2:Y,,0.677
1621,1:N,1:N,,0.787
1622,1:N,1:N,,0.683
1623,2:Y,2:Y,,0.697
1624,2:Y,2:Y,,0.775
1625,1:N,1:N,,0.846
1626,1:N,1:N,,0.554
1627,1:N,1:N,,0.707
1628,1:N,1:N,,0.733
1629,1:N,1:N,,0.83
1630,2:Y,2:Y,,0.524
1631,1:N,2:Y,+,0.605
1632,1:N,1:N,,0.775
1633,2:Y,2:Y,,0.761
1634,2:Y,1:N,+,0.716
1635,1:N,1:N,,0.75
1636,1:N,1:N,,0.652
1637,2:Y,2:Y,,0.607
1638,1:N,1:N,,0.649
1639,1:N,1:N,,0.651
1640,2:Y,2:Y,,0.843
1641,2:Y,2:Y,,0.724
1642,2:Y,2:Y,,0.542
1643,1:N,1:N,,0.778
1644,2:Y,2:Y,,0.754
1645,2:Y,2:Y,,0.668
1646,1:N,2:Y,+,0.733
1647,1:N,1:N,,0.591
1648,1:N,1:N,,0.919
1649,2:Y,2:Y,,0.931
1650,1:N,1:N,,0.604
1651,1:N,1:N,,0.648
1652,2:Y,2:Y,,0.613
1653,1:N,2:Y,+,0.83
1654,1:N,1:N,,0.641
1655,1:N,1:N,,0.684
1656,2:Y,1:N,+,0.803
1657,2:Y,2:Y,,0.837
1658,2:Y,1:N,+,0.636
1659,2:Y,1:N,+,0.593
1660,2:Y,2:Y,,0.79
1661,2:Y,2:Y,,0.794
1662,2:Y,2:Y,,0.537
1663,2:Y,2:Y,,0.685
1664,1:N,1:N,,0.884
1665,2:Y,2:Y,,0.856
1666,2:Y,2:Y,,0.534
1667,1:N,1:N,,0.756
1668,1:N,1:N,,0.754
1669,1:N,2:Y,+,0.787
1670,1:N,1:N,,0.783
1671,2:Y,1:N,+,0.605
1672,2:Y,2:Y,,0.807
1673,2:Y,2:Y,,0.803
1674,2:Y,1:N,+,0.503
1675,1:N,1:N,,0.847
1676,1:N,1:N,,0.761
1677,1:N,1:N,,0.83
